anio,mes,recaudacion,emae,ipc_argentina,ipc_cordoba,ipc_tucuman,ipc_santafe,ipc_gba,ipc_mendoza,exportaciones,importaciones,dolar_blue,dolar_oficial,monedas_publico,ingresos_familiares
1988,5,,,,,0.1640250645042387,,,0.0096114609609472,,,,,,
1988,6,,,,,0.1831855604813174,,,0.0114832799013014,,,,,,
1988,7,,,,,0.2572817699272937,,,0.014089438594224,,,,,,
1988,8,,,,,0.2282967325362755,,,0.0178191292409059,,,,,,
1988,9,,,,,0.1165732771070417,,,0.0201562565180974,,,,,,
1988,10,,,,,0.0988152516943454,,,0.0220613771618505,,,,,,
1988,11,,,,,0.0519092235980978,,,0.0234223411057359,,,,,,
1988,12,,,,,0.056218248550903,,,0.024990153258877,,,,,,
1989,1,,,,,0.0880389871808454,,,0.0268470665398921,,,,,,
1989,2,,,,,0.0950340798442064,,,0.0296586858710954,,,,,,
1989,3,,,,,0.1942023830695358,,,0.0349054207390616,,,,,,
1989,4,,,,,0.497542814594192,,,0.0511723301192253,,,,,,
1989,5,,,,,0.9960222752585522,,,0.0906541602016529,,,,,,
1989,6,,,,,0.9804204862495016,,,0.182670142638516,,,,,,
1989,7,,,,,1.7756031294810193,,,0.5364964497945327,,,,,,
1989,8,,,,,0.1737376850081119,,,0.6712167170924556,,,,,,
1989,9,,,,,0.0965853809207578,,,0.7085995957402994,,,,,,
1989,10,,,,,0.0661150623195549,,,0.747196956612611,,,,,,
1989,11,,,,,0.0600928671919894,,,0.7899513084676123,,,,,,
1989,12,,,,,0.5953133080369105,,,1.1595429967730526,,,,,,
1990,1,,,,,0.5012673652472435,,,2.0268850035044306,795.559099,385.75274,,,,
1990,2,,,,,0.8935817622252458,,,3.4470424390842043,811.273028,226.159215,,,,
1990,3,,,,,0.5905200364899323,,,6.398334378529051,1163.51319,302.887158,,,,
1990,4,,,,,0.1127283092697126,,,6.9521039412334185,1014.905409,276.457304,,,,
1990,5,,,,,0.1498214562956062,,,7.695012302193549,1105.745239,302.133491,,,,
1990,6,,,,,0.1405617067242775,,,8.602240537269848,1076.145838,267.684292,,,,
1990,7,,,,,0.1178524920089974,,,9.514516955820998,1279.352905,313.410346,,,,
1990,8,,,,,0.1514429441355572,,,10.984483897944909,1127.166759,312.275644,,,,
1990,9,,,,,0.110508162796045,,,12.480027921545243,1024.587949,326.249139,,,,
1990,10,,,,,0.0577687593175418,,,13.25575162082021,972.653268,424.849874,,,,
1990,11,,,,,0.0356653486278041,,,14.01296483719221,950.53545,439.175049,,,,
1990,12,,,,,0.0259696076207755,,,14.573586425638869,1031.093952,499.63075,,,,
1991,1,,,,,0.0994068015179986,,,15.817007372604966,673.587459,492.608171,,,,
1991,2,,,,,0.2343242065752875,,,19.972796747440213,807.145431,400.271263,,,,
1991,3,,,,,0.0808286497787189,,,22.00952206098247,867.2675409999999,407.690465,,,,
1991,4,,,,,0.0605154742765273,,,23.159935699031667,1002.226905,614.437466,,,,
1991,5,,,,,0.0323329464433759,,,23.81007564216027,1228.238685,522.076633,,,,
1991,6,,,,,0.0318480106465971,,,24.515732729142343,1141.580517,606.455566,,,,
1991,7,,,,,0.0297531687791861,,,25.11180174929962,1302.126745,748.355735,,,,
1991,8,,,,,0.0015979960266044,,,25.44885275251413,1074.343869,759.651026,,,,
1991,9,,,,,0.0175283515156742,,,25.94264205647653,1078.621293,768.24893,,,,
1991,10,,,,,0.0161881555249497,,,26.330632649812717,1009.163347,936.879785,,,,
1991,11,,,,,-0.0112387664463396,,,26.501918988514465,920.62936,1054.902065,,,,
1991,12,,,,,0.0027836355967945,,,26.654079735530537,872.8542640000001,963.693829,,,,
1992,1,,,,,0.03503532974428,,,27.18908132793453,725.798174,902.946207,,,,
1992,2,,,,,0.0225933601527895,,,27.89170721605484,851.896974,914.187817,,,,
1992,3,,,,,0.0260679515199683,,,28.52461123889768,984.648674,1070.337821,,,,
1992,4,,,,,0.0134386739475619,,,29.00070543671558,998.051464,1186.042169,,,,
1992,5,,,,,0.0015859064506266,,,29.1652112739521,1137.679956,1110.860199,,,,
1992,6,,,,,0.0063526583872261,,,29.37623650098803,1193.100746,1284.734088,,,,
1992,7,,,,,0.0110138004246283,,,29.718723349259054,1195.712358,1459.96013,,,,
1992,8,,,,,0.0108750679691747,,,30.090406407425714,1076.604947,1429.65203,,,,
1992,9,,,,,0.015135496077013,,,30.45555214666914,1061.597203,1465.142073,,,,
1992,10,,,,,0.0178881397430977,,,30.81232954549663,952.050346,1516.816844,,,,
1992,11,,,,,0.0068392331442521,,,30.973030291193595,1032.547239,1273.692829,,,,
1992,12,,,,,0.0037262208276133,,,31.122430201115176,1025.260664,1257.381961,,,,
1993,1,,,,,0.0155422927990337,,42.78239,31.38518178532043,902.00694,1038.647448,,,,
1993,2,,,,,0.013677784968429,,43.09489,31.61265759608001,910.304778,897.605584,,,,
1993,3,,,,,0.0073850401173324,,43.4189,31.869644323554283,1075.032851,1322.928657,,,,
1993,4,,,,,0.0130003596937464,,43.87277,32.16116297199281,1078.632048,1206.81051,,,,
1993,5,,,,,0.0107706874978864,,44.43722,32.50676827874362,1220.789166,1253.398408,,,,
1993,6,,,,,0.0107897422171664,,44.75686,32.92123715944719,1277.882034,1410.186221,,,,
1993,7,,,,,-0.0021680127101813,,44.90084,33.07281140739138,1161.519236,1559.202869,,,,
1993,8,,,,,-0.0043454464033967,,44.90804,33.08823204152538,1082.734049,1538.31554,,,,
1993,9,,,,,0.0007162965801002,,45.27812,33.29522329933516,1190.60363,1562.630385,,,,
1993,10,,,,,0.0071245463927823,,45.53407,33.44897188530195,1091.679142,1570.284496,,,,
1993,11,,,,,0.003983339393739,,45.5601,33.49926775693009,1015.526883,1757.792572,,,,
1993,12,,,,,0.0093837973099781,,45.55412,33.52237009842027,1111.047183,1665.710237,,,,
1994,1,,,,,-0.0017451437704891,,45.59999,33.55043622473835,963.367588,1578.238036,,,,
1994,2,,,,,0.0066660131359669,,45.59838,33.58545451078661,965.827324,1487.035885,,,,
1994,3,,,,,0.0068166325835037,,45.66194,33.61854164135428,1126.63514,1849.848279,,,,
1994,4,,,,,0.0037560047715769,,45.77309,33.74204976298037,1221.823159,1751.819589,,,,
1994,5,,,,,0.0090417074855058,,45.93174,33.797395248568904,1598.178729,1740.954586,,,,
1994,6,,,,,0.0011459493872354,,46.10949,33.959912710903176,1458.462167,1835.794898,,,,
1994,7,,,,,0.0111602174811611,,46.53519,34.241003119746445,1430.051035,1775.966983,,,,
1994,8,,,,,-0.0016036727249857,,46.6312,34.33863375793247,1469.645104,2102.829972,,,,
1994,9,,,,,-0.000614153884917,,46.95035,34.56000139543118,1356.761737,1766.01408,,,,
1994,10,,,,,0.0005830168759749,,47.1008,34.65520020819718,1355.191661,1840.003546,,,,
1994,11,,,,,0.0081889763779526,,47.20729,34.73632304323791,1420.879323,1891.852982,,,,
1994,12,,,,,0.0061543267728835,,47.30995,34.791210773453265,1472.390488,1969.896542,,,,
1995,1,,,,,0.0135684789021019,,47.89942,34.84672791730674,1341.892936,1717.910739,,,,
1995,2,,,,,0.0025027570150718,,47.89811,34.99599908352961,1392.176762,1629.544245,,,,
1995,3,,,,,0.0019648166425774,,47.68291,35.16554022987111,1801.805398,1890.613932,,,,
1995,4,,,,,0.0043153400426959,,47.90098,35.37463430142644,1897.065341,1485.177409,,,,
1995,5,,,,,0.0081684709169032,,47.91105,35.52977045836818,2270.440256,1721.813152,,,,
1995,6,,,,,-0.0003915603680666,,47.81238,35.50489431480694,2149.367295,1573.118779,,,,
1995,7,,,,,0.0046101694915253,,48.00636,35.51510798157101,1842.449197,1518.781747,,,,
1995,8,,,,,0.0103177816769394,,47.89002,35.453554188733726,1766.727141,1743.831589,,,,
1995,9,,,,,0.0036366874972168,,47.96877,35.51862697600234,1664.471229,1654.549873,,,,
1995,10,,,,,0.002573431537847,,48.13185,35.60458485217227,1577.411756,1752.375214,,,,
1995,11,,,,,-5.900749395159435e-05,,48.02191,35.52693809699663,1588.758572,1833.026093,,,,
1995,12,,,,,-0.0018293402572879,,48.07058,35.6627054797107,1670.542255,1600.93972,,,,
1996,1,,,,,0.002808158439255,,48.21469,35.52257511609601,1449.080019,1681.946086,,,,
1996,2,,,,,-0.0006337509211494,,48.05801,35.23290179400561,1419.825616,1522.092476,,,,
1996,3,,,,,0.0038934033359387,,47.79874,35.22519147693861,1869.067257,1781.66975,,,,
1996,4,,,,,-0.0021007477486741,,47.79947,35.44796099026769,2013.250436,1812.935182,,,,
1996,5,,,,,-0.0011924390531151,,47.75684,35.63180699202106,2386.376368,1916.198684,,,,
